sentences,label
"yes , but doctor brown is busy now . is there anything i can do for you ?  | so what seems to be the problem ?  | is it serious ?  | i 'm sorry , but doctor brown will be busy the whole afternoon . what about tomorrow morning ?  | sorry , but tomorrow morning at 10:00 is ok for you to come . ",0.1
i 'll go for a pizza . i 've been thinking about it all day long . ,-0.05
i 'll order a burger and some dessert . what about you ? ,-0.05
"well , in fact i 'm looking for a flat round here .  | yes , actually . believe it or not , mandy and i are getting married .  | only last week . it was when we were staying with her family in schottland . now we 're trying to find a suitable flat .  | we are n't looking for one to buy . we do n't have enough money yet . we want to find somewhere to rent . ",-0.1125
"hello , mike . what are you doing in this part of london ?  | a flat ? do you want to move ?  | it 's great . congratulations . when did you decide ?  | it will be great to have you as neighbors . i hope you manage to buy one soon .  | yes , of course , that 's what we did at first . in fact , in the end my brother lent us some money . that 's how we managed to buy ours . ",-0.1125
"speaking .  | sure . well it was 2 days ago on november the tenth about 11:00 pm . i decided to fry some chips so i used quite a lot of oil . i was deep frying . uhm the oil finally got hot enough , so i put the chips in and then my mom ringed .  | we started talking and i completely forgot about the chips . after the call . i just went back to my living room .  | yes , i watch tv for about 20 minutes and the next thing i knew there was the smell of smoke in someone was shouting fire fire . i immediately realized it was my chips . i rushed out of the room . the kitchen was next door . well , there were flames all over one wall . ",0.0
hello is that phil taylor ?  | hi phil . i 'm a reporter for the sun . i 'm calling to ask you a few questions about the fire . can you tell me how it happened ?  | ah .  | oh no .  | what did you do ? ,0.0
"oh , i forgot to tell you . jane and bill invited us to dinner this evening . i promised we 'd go . ",0.0
"hi dear , i 'm tired and do n't want to cook . shall we have dinner in a restaurant ? ",-0.4
"oh no . i ca n't find my wallet .  | yes , at the movies i had paid for the popcorn and drinks . did i leave it there ?  | after that , we went to the convenient store . you paid for the chocolate there . ",0.0
"your wallet ? how is that possible ?  | no , i do n't think so because you gave me $ 10 for the hot dogs after the movies at that new hot dog place .  | yeah , and then i paid for the taxi ride back home . right . i know where you left it . ",0.0
"yes . why ?  | oh , how about the tailor near my school ?  | why do n't you go back and reason with the taylor ?  | what did he say ?  | well , that 's good .  | well , there 's one next to the sixth department store . he said to be very good .  | certainly . how about next sunday morning ? ",0.0
"can you recommend a good tailor ?  | i want a new overcoat for the winter .  | i do n't think that one is very good . i had a dress made there , but it pulled open under the arms a few days later .  | i did , but he refused to do anything about it and quarreled with me . in the end , i had to talk to the manager .  | he said he would see what he could do .  | but i do n't want to have the same kind of trouble . do you know any other tailors in town ?  | could you take me there someday ?  | ok , that 's very kind of you . ",0.7
hi may . how areyour parents ?  | are they making another documentary film ?  | you must miss them very much . ,0.0
fine . i talked to them last night . they 're traveling in europe right now .  | they might finish it by thanksgiving . ,0.1755952381
"alright , i will stay here for 3 days and will fly back the day after tomorrow .  | alright , i 'd also like to visit your factory to see your workshop .  | ok , no problem . ",0.4
"let 's workout the schedule for your stay here , mister smith .  | so we 'll get down to business today . we 're going to visit the showroom this morning and you could find out about the product that you 're interested in .  | we 're planning so . how about this afternoon ? ",0.4
"these are the sensorial fitness smart socks . they have computer chips in them that send data to a smartphone app .  | they 're extremely comfortable . plus , they 're helping me reach my fitness goals . i 'm training to run a marathon and these socks are able to give me information about how fast i 'm running , as well as where my feet are landing on the ground . when i first started using them , they told me i was running incorrectly .  | no , this will be my first one . i 've done a half-marathon , but that 's it . eventually , my goal is to try out for the olympics . ",0.2142857143
what are those socks you 're wearing ? they look strange .  | they do n't look very comfortable .  | have you ever run a marathon before ? ,0.08214285714
i think a mountain village is splendid . ,0.8333333333
why do you want to spend your summer days in a mountain village ? it 's so far away and lonely . ,0.2777777778
"i 'm fine , mom . it 's just your cellphone . you lent it to me this morning .  | no , i was texting jack outside a store and somebody ran past and grabbed it .  | i am afraid so . everything just happened so suddenly . i was too shocked .  | no . it was someone in a white shirt . but there 's a camera on the entrance . it might have got a shot of the thief 's face .  | well , not yet . but i will tomorrow . ",0.4166666667
"you look upset . are you ok , tommy ?  | yes , is something wrong with it ? no , do n't tell me you dropped and broke it .  | you mean someone stole my phone ?  | so you did n't see who it was ?  | you 've reported it then ?  | turn to a policeman nearby right now . i 'll have a look at the insurance and see if it 's covered . ",0.4583333333
